CIP_Short|CIP_Code|CIPTitle|Description|CrossReferences|Groups|Old_CIP_Code|Created_Date|Modified_Date|Inactive
51|513805|Family Practice Nurse/Nursing.|A program that prepares registered nurses to provide independent general care for family groups and individuals in the context of family living.  Includes instruction in family theory and intervention, role synthesis, family primary care, nursing practice and health care policy, holistic practice, pediatric practice, gerontological practice, health assessment, clinical pharmacotherapeutics, clinical techniques, and pathopsychology.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513806|Maternal/Child Health and Neonatal Nurse/Nursing.|A program that prepares registered nurses to provide prenatal care to pregnant women and to mothers and their newborn infants.  Includes instruction in perinatal and newborn health assessment, stabilization, and care; pathophysiology of pregnancy, fetuses, and the newborn; clinical management of high-risk pregnancies and newborns; perinatal and neonatal technology and clinical procedures; and patient education.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513807|Nurse Midwife/Nursing Midwifery.|A program that prepares registered nurses to independently deliver babies and treat mothers in the prenatal, delivery, and post-delivery periods.  Includes instruction in pre-delivery screening, physician referral, and the care of infants during the delivery and immediate post-delivery phases.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513808|Nursing Science.|A research program that focuses on the study of advanced clinical practices, research methodologies, the administration of complex nursing services, and that prepares nurses to further the progress of nursing research through experimentation and clinical applications.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513809|Pediatric Nurse/Nursing.|A program that prepares registered nurses to provide care for children from infancy through adolescence.  Includes instruction in the administration of medication and treatments, assisting physicians, patient examination and referral, and planning and delivering health maintenance and health education programs.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513810|Psychiatric/Mental Health Nurse/Nursing.|A program that prepares registered nurses to promote mental health and provide nursing care to patients with mental, emotional or behavioral disorders, in mental institutions or other settings.  Includes instruction in psychopathology, behavioral health, counseling and intervention strategies, psychoeducation, mental health assessment and dual diagnosis, stabilization and management of psychotic illness, psychiatric care and rehabilitation, substance abuse, and crisis intervention.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513811|Public Health/Community Nurse/Nursing.|A program that prepares registered nurses to promote health and provide preventive and curative nursing services for groups or communities under the supervision of a public health agency.  Includes instruction in community and rural health, family therapy and intervention, disease prevention, health education, and community health assessment.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513812|Perioperative/Operating Room and Surgical Nurse/Nursing.|A program that prepares registered nurses to provide care to patients before and during surgery, and provide tableside assistance to surgeons. Includes instruction in operating room safety and preparation, aseptic technique, anesthesia, patient preparation, surgical instruments and procedures, sterilization and disinfecting, surgical drugs and solutions, hemostasis, emergency procedures, and patient/family education.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513813|Clinical Nurse Specialist.|A program that prepares registered nurses to deliver direct patient and client care in clinical settings.  Includes instruction in clinical pharmacotherapeutics, advanced clinical practice, holistic nursing, nursing practice and health care policy, administration and consultation services, health assessment, patient stabilization and care, and patient education.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513814|Critical Care Nursing.|A program that prepares registered nurses to provide specialized care to patients with life-threatening problems, including those in intensive care facilities and on life support.  Includes instruction in adult, neonatal, and pediatric critical care; technical skills; patient monitoring and assessment; normal and abnormal readings; and troubleshooting.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513815|Occupational and Environmental Health Nursing.|A program that prepares registered nurses to deliver nursing health care services to workers and worker populations in clinical settings and at job sites.  Includes instruction in public and community health, occupational safety and health, occupational health surveillance, case management, fitness for duty testing, medication, allergies and immunization, emergency and ambulatory care, and applicable laws and regulations.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513816|Emergency Room/Trauma Nursing.|A program that prepares registered nurses to deliver advanced, direct patient care in emergency and trauma settings. Includes instruction in advanced health assessment, pharmacology, physiology, emergency management, trauma conditions, trauma assessments and acute care.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513817|Nursing Education.|Moved from 51.3817 to 51.3203||STEM|NULL|2010-01-01 00:00:00.000|2020-04-15 16:38:55.387|Y
51|513818|Nursing Practice.|A practice-focused program that prepares registered nurses for increasingly complex evidence-based nursing practice, including translating research into practice, evaluating evidence, applying research in decision-making, and implementing viable clinical innovations to change practice. Includes instruction in healthcare delivery systems, health economics and finance, health policy, research methods, translating evidence into practice, concepts in population health, and nursing leadership.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513819|Palliative Care Nursing.|A program that prepares registered nurses to provide a combination of active and compassionate therapies intended to comfort and support patients and their families who are living with life-threatening illness. Includes instruction in pathophysiology, palliative care processes, pain management, pharmacology, loss, grief, death, and bereavement.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
51|513820|Clinical Nurse Leader.|A program that prepares registered nurses for careers as clinical nurse leaders in which they work as part of an interdisciplinary team that provides direct medical care for patients based on evidence-based practice and research. Includes instruction in pharmacology, pathophysiology, epidemiology, research in nursing methods, advanced health assessment, statistics, and clinical practice management.||STEM|NULL|2010-01-01 00:00:00.000|NULL|N
